접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,권리구분,취소일,건축년도,건물용도,신고구분,신고한 개업공인중개사 시군구명
2024,11290,성북구,13500,종암동,1,대지,62,93,반석드림빌,20241023,35000,46.37,24,4,,,2019,연립다세대,중개거래,서울 성북구
2024,11500,강서구,10300,화곡동,1,대지,143,6,성재센트리움아파트,20241023,16500,16.56,0,5,,,2016,아파트,중개거래,서울 강서구
2024,11740,강동구,10900,천호동,1,대지,566,0,천호태영아파트,20241023,87000,59.63,0,20,,,1999,아파트,중개거래,서울 강동구
2024,11590,동작구,10200,상도동,1,대지,1,26,상도베스트빌,20241023,47000,77.72,45,1,,,2002,연립다세대,직거래,
2024,11380,은평구,10800,역촌동,1,대지,189,1,센트레빌 아스테리움 시그니처,20241023,74808,70.848,0,15,분양권,,0,아파트,중개거래,서울 강남구
2024,11530,구로구,10700,개봉동,1,대지,489,0,개봉동현대아이파크,20241023,89000,84.98,0,7,,,2006,아파트,중개거래,서울 구로구
2024,11470,양천구,10300,신월동,1,대지,142,14,금하뜨라네,20241023,38000,84.71,0,7,,,2016,아파트,중개거래,서울 양천구
2024,11380,은평구,10500,구산동,1,대지,24,28,베로니스,20241023,22500,28.62,18,4,,,2015,연립다세대,중개거래,서울 은평구
2024,11350,노원구,10500,상계동,1,대지,1312,0,수락리버시티3단지,20241023,63000,84.69,0,6,,,2009,아파트,중개거래,서울 노원구
2024,11110,종로구,16800,동숭동,1,대지,129,82,기린하이츠빌,20241023,22000,28.2,23,2,,,2009,연립다세대,중개거래,서울 종로구
2024,11500,강서구,10300,화곡동,1,대지,475,19,그레이스빌,20241023,34000,26.83,20,4,,,2022,연립다세대,직거래,
2024,11320,도봉구,10700,창동,1,대지,817,0,수산트리플,20241023,54400,59.86,0,5,,,2004,아파트,중개거래,"서울 강북구, 서울 도봉구"
2024,11380,은평구,10400,갈현동,,,,,,20241023,77000,66.98,152,,,,1968,단독다가구,중개거래,서울 은평구
2024,11710,송파구,10700,가락동,1,대지,99,3,제일오피스텔,20241023,18600,31.14,43.21,16,,,1992,오피스텔,중개거래,서울 송파구
2024,11140,중구,16100,저동2가,1,대지,7,2,제이매크로 타워,20241023,25000,24.85,39.86,11,,,2018,오피스텔,중개거래,서울 중구
2024,11500,강서구,10300,화곡동,1,대지,1081,0,동양하우징,20241023,27500,41.98,24,5,,,2016,연립다세대,중개거래,서울 강서구
2024,11215,광진구,10100,중곡동,1,대지,639,6,정익제이타워2차,20241023,20500,15.93,27.042,14,,20241023,2020,오피스텔,중개거래,서울 광진구
2024,11215,광진구,10100,중곡동,1,대지,639,6,정익제이타워2차,20241023,20500,15.93,27.042,14,,,2020,오피스텔,중개거래,서울 광진구
2024,11440,마포구,11000,노고산동,1,대지,19,47,스테이하이,20241023,33000,17.64,15,2,,,2021,연립다세대,중개거래,서울 마포구
2024,11470,양천구,10200,목동,1,대지,911,0,목동신시가지6,20241023,150000,47.94,0,4,,,1986,아파트,중개거래,서울 양천구
2024,11680,강남구,11500,수서동,1,대지,736,0,신동아,20241023,122000,39.53,0,12,,,1992,아파트,중개거래,서울 강남구
2024,11230,동대문구,10600,장안동,1,대지,563,0,신부파스카(563),20241023,70000,84.99,0,3,,,2005,아파트,중개거래,서울 동대문구
2024,11305,강북구,10100,미아동,1,대지,791,1716,드림아트빌,20241023,21000,65.25,31,4,,,2008,연립다세대,직거래,
2024,11380,은평구,10900,신사동,1,대지,297,0,신사씨티,20241023,41500,58.09,0,13,,,1993,아파트,중개거래,서울 은평구
2024,11560,영등포구,12800,양평동4가,1,대지,65,2,M-BROWN,20241023,28500,29.94,15,6,,,2018,연립다세대,중개거래,서울 영등포구
2024,11740,강동구,10700,암사동,1,대지,675,0,힐스테이트 강동 리버뷰,20241023,109000,59.995,0,9,,,2019,아파트,중개거래,서울 강동구
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,33800,25.98,17,3,,,2024,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,33450,25.98,17,2,,,2024,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,34000,26.01,17,2,,,2024,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,34350,26.01,17,3,,,2024,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,35500,26.43,17,4,,,2024,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,34850,26.93,18,2,,,2024,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,35250,26.93,18,3,,,2024,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,39650,31.08,21,4,,,2024,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,44400,40.54,27,2,,,2024,연립다세대,직거래,
2024,11170,용산구,12500,한강로2가,1,대지,2,8,한강로벽산메가트리움,20241023,31800,29.54,44.01,24,,,2005,오피스텔,중개거래,서울 용산구
2024,11305,강북구,10300,수유동,1,대지,252,11,유민아트빌,20241023,26500,63.45,36,2,,,2004,연립다세대,중개거래,서울 강북구
2024,11710,송파구,11100,방이동,1,대지,152,15,라벨메종4,20241023,48800,41.86,28,5,,,2024,연립다세대,직거래,
2024,11530,구로구,10200,구로동,1,대지,44,5,비즈트위트 레인보우,20241023,11000,19.61,29.66,20,,,2012,오피스텔,중개거래,서울 구로구
2024,11470,양천구,10200,목동,1,대지,934,0,금호1,20241023,122000,59.88,0,11,,,1997,아파트,중개거래,서울 양천구
2024,11305,강북구,10100,미아동,1,대지,1356,0,경남아너스빌(1356-0),20241023,64500,59.964,0,17,,,2003,아파트,중개거래,서울 강북구
2024,11410,서대문구,11800,홍은동,1,대지,265,191,우진빌라(265-191),20241023,6000,33.75,17,2,,,1993,연립다세대,중개거래,서울 은평구
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,48903,50.93,34,2,,,2023,연립다세대,직거래,
2024,11380,은평구,10400,갈현동,1,대지,550,0,대경아르체,20241022,85400,65.89,0,16,,,2024,아파트,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,44602,46.33,28,2,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,57625,59.69,40,5,,,2023,연립다세대,직거래,
2024,11200,성동구,11000,금호동2가,1,대지,1217,0,래미안하이리버,20241022,182000,114.32,0,3,,,2012,아파트,중개거래,서울 성동구
2024,11500,강서구,10200,등촌동,1,대지,533,9,중앙빌라,20241022,23900,117.69,17,2,,,1984,연립다세대,직거래,
2024,11620,관악구,10200,신림동,1,대지,685,25,(685-25),20241022,13000,45.89,26,-1,,,1991,연립다세대,중개거래,서울 관악구
2024,11650,서초구,10200,양재동,1,대지,275,4,트윈타워,20241022,11800,24.07,24.07,6,,,1991,오피스텔,중개거래,서울 서초구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,56729,59.69,37,3,,,2023,연립다세대,직거래,
2024,11680,강남구,10300,개포동,1,대지,176,2,대치푸르지오발라드,20241022,138924,55.492,0,9,,,2024,아파트,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,54519,57.16,35,4,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,26919,26.51,16,5,,,2023,연립다세대,직거래,
2024,11680,강남구,10300,개포동,1,대지,176,2,대치푸르지오발라드,20241022,106590,41.388,0,7,,,2024,아파트,직거래,
2024,11560,영등포구,11000,여의도동,1,대지,12,3,(주)신한 여의도 드림리버 오피스텔,20241022,24900,24.5,36.7,4,,,2019,오피스텔,중개거래,서울 영등포구
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,57625,59.69,40,5,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,56487,59.69,37,2,,,2023,연립다세대,직거래,
2024,11470,양천구,10300,신월동,1,대지,46,4,화평(46-4),20241022,13500,36.25,30,2,,,1988,연립다세대,중개거래,서울 양천구
2024,11350,노원구,10300,공릉동,1,대지,404,3,건영아파트,20241022,51500,59.94,0,9,,,1998,아파트,중개거래,"서울 노원구, 서울 중랑구"
2024,11440,마포구,12600,중동,1,대지,145,0,포레스트힐7차,20241022,33800,35.01,18,2,,,2014,연립다세대,중개거래,서울 마포구
2024,11200,성동구,10200,하왕십리동,1,대지,1052,0,금호베스트빌,20241022,78000,59.79,0,10,,,2001,아파트,중개거래,서울 성동구
2024,11470,양천구,10100,신정동,1,대지,927,32,아인펠리체,20241022,34000,54.59,34,3,,,2016,연립다세대,중개거래,서울 양천구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,55303,58.23,36,2,,,2023,연립다세대,직거래,
2024,11530,구로구,10200,구로동,1,대지,1265,0,구로두산,20241022,45800,44.64,0,19,,,1998,아파트,중개거래,서울 구로구
2024,11290,성북구,13400,길음동,1,대지,1281,0,길음뉴타운4단지(e편한세상),20241022,76500,59.86,0,12,,,2005,아파트,중개거래,"서울 강북구, 서울 성북구"
2024,11530,구로구,10200,구로동,1,대지,110,0,종인아네스트,20241022,10500,16.04,0,19,,,2012,아파트,중개거래,서울 구로구
2024,11740,강동구,10300,상일동,1,대지,473,0,동아,20241022,52000,59.25,0,9,,,1997,아파트,중개거래,서울 강동구
2024,11590,동작구,10900,신대방동,1,대지,689,56,(689-56),20241022,9200,11.95,19,3,,,2011,연립다세대,중개거래,서울 동작구
2024,11110,종로구,17500,숭인동,1,대지,766,0,종로청계힐스테이트,20241022,120000,114.715,0,11,,,2009,아파트,중개거래,서울 종로구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,40950,41.25,25,5,,,2023,연립다세대,직거래,
2024,11305,강북구,10300,수유동,1,대지,733,0,수유역하이씨티,20241022,8500,12.33,0,11,,,2014,아파트,중개거래,서울 강북구
2024,11680,강남구,10300,개포동,1,대지,176,2,대치푸르지오발라드,20241022,93534,35.109,0,7,,,2024,아파트,직거래,
2024,11290,성북구,13600,하월곡동,1,대지,225,0,래미안월곡,20241022,92000,84.589,0,10,,,2006,아파트,중개거래,서울 성북구
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,56487,59.69,40,2,,,2023,연립다세대,직거래,
2024,11290,성북구,13400,길음동,1,대지,1285,0,길음뉴타운7단지(두산위브),20241022,86000,59.99,0,7,,,2010,아파트,중개거래,서울 성북구
2024,11215,광진구,10300,구의동,1,대지,51,23,현대아트빌라(51-23),20241022,23000,43.9,21,3,,,1997,연립다세대,중개거래,서울 광진구
2024,11320,도봉구,10500,쌍문동,1,대지,59,0,한양2,20241022,38000,76.92,0,2,,,1988,아파트,중개거래,서울 은평구
2024,11740,강동구,10800,성내동,1,대지,199,18,아이퍼스트빌,20241022,13000,15.94,0,5,,,2012,아파트,중개거래,서울 강동구
2024,11440,마포구,10200,공덕동,1,대지,463,0,마포현대하이엘,20241022,24000,31.375,41.037,17,,,2005,오피스텔,중개거래,서울 마포구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,57625,59.69,37,5,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,57625,59.69,37,5,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,54519,57.16,35,3,,,2023,연립다세대,직거래,
2024,11530,구로구,10700,개봉동,1,대지,70,54,효성빌라(70-54),20241022,18000,41.76,40,2,,,1987,연립다세대,중개거래,"서울 구로구, 서울 영등포구"
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,55539,58.23,36,4,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,56487,59.69,40,2,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,40330,41.25,25,4,,,2023,연립다세대,직거래,
2024,11110,종로구,18300,평창동,,,,,,20241022,115000,247.23,172,,,,1988,단독다가구,중개거래,서울 종로구
2024,11470,양천구,10100,신정동,1,대지,940,4,수팰리스(940-4),20241022,15500,13.5,7,2,,,2011,연립다세대,중개거래,서울 양천구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,40563,40.71,25,6,,,2023,연립다세대,직거래,
2024,11740,강동구,11000,강일동,1,대지,676,1,강일 테라우드,20241022,41000,59.401,75.159,4,,,2019,오피스텔,중개거래,서울 강동구
2024,11215,광진구,10300,구의동,1,대지,243,56,아스하임,20241022,18160,30.18,44.53,3,,,2014,오피스텔,중개거래,서울 광진구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,56729,59.69,37,3,,,2023,연립다세대,직거래,
2024,11350,노원구,10300,공릉동,1,대지,727,0,풍림아파트B,20241022,29000,31.32,0,4,,,2001,아파트,중개거래,서울 노원구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,56729,59.69,37,4,,,2023,연립다세대,직거래,
2024,11545,금천구,10300,시흥동,1,대지,1013,0,관악산벽산타운5,20241022,56700,84.97,0,7,,,2004,아파트,중개거래,서울 금천구
2024,11560,영등포구,13300,대림동,1,대지,778,20,리치빌(778-20),20241022,17300,22.95,13,4,,,2012,연립다세대,중개거래,서울 영등포구
2024,11500,강서구,10300,화곡동,1,대지,381,5,엔에스빌(381-5),20241022,26500,66.61,37,4,,,2010,연립다세대,중개거래,서울 강서구
2024,11560,영등포구,11300,당산동3가,1,대지,80,1,리앤나빌리지,20241022,16250,30.85,41.63,4,,,2004,오피스텔,중개거래,서울 영등포구
2024,11710,송파구,10100,잠실동,1,대지,22,0,리센츠,20241022,348000,124.22,0,9,,,2008,아파트,중개거래,서울 송파구
2024,11260,중랑구,10100,면목동,1,대지,1548,0,쌍용더플래티넘용마산,20241022,89000,59.967,0,11,,,2020,아파트,중개거래,"서울 서초구, 서울 중랑구"
2024,11290,성북구,13400,길음동,1,대지,1289,0,롯데캐슬클라시아,20241022,120000,59.874,0,12,,,2022,아파트,중개거래,"서울 성북구, 서울 송파구"
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,54287,57.16,35,2,,,2023,연립다세대,직거래,
2024,11740,강동구,10500,길동,1,대지,376,21,재경빌라(다동),20241022,21000,41.16,27,-1,,,1987,연립다세대,중개거래,서울 강동구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,40483,40.63,25,6,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,56729,59.69,40,3,,,2023,연립다세대,직거래,
2024,11680,강남구,10500,삼성동,1,대지,143,48,대종빌딩,20241022,59300,63,89.28,7,,,1991,오피스텔,직거래,
2024,11470,양천구,10200,목동,1,대지,912,0,목동신시가지5,20241022,239000,95.06,0,4,,,1986,아파트,중개거래,서울 양천구
2024,11740,강동구,10100,명일동,1,대지,48,7,서희스타힐스,20241022,36000,49.96,70.978,14,,,2012,오피스텔,중개거래,서울 강동구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,26414,26.51,16,2,,,2023,연립다세대,직거래,
2024,11620,관악구,10100,봉천동,1,대지,1717,0,관악푸르지오,20241022,81000,59.58,0,15,,,2004,아파트,중개거래,서울 관악구
2024,11410,서대문구,11000,북아현동,1,대지,1010,0,경남102동,20241022,130000,96.49,0,9,,,2008,아파트,중개거래,"서울 서대문구, 서울 성동구"
2024,11470,양천구,10200,목동,1,대지,904,0,목동신시가지4,20241022,147500,48.69,0,12,,,1986,아파트,중개거래,서울 양천구
2024,11380,은평구,10800,역촌동,1,대지,1,63,역촌홈타운(1-63),20241022,20500,51.79,26,5,,,2003,연립다세대,중개거래,서울 은평구
2024,11740,강동구,10500,길동,1,대지,415,13,강동큐브(2차),20241022,9000,15.12,0,15,,,2013,아파트,중개거래,서울 강동구
2024,11470,양천구,10300,신월동,1,대지,150,18,피렌체하우스,20241022,18500,30.9,24,6,,,2011,연립다세대,직거래,
2024,11320,도봉구,10700,창동,1,대지,45,0,삼성래미안,20241022,79000,73.92,0,17,,,1992,아파트,중개거래,"서울 강북구, 서울 도봉구"
2024,11680,강남구,11500,수서동,1,대지,747,0,삼성,20241022,144000,84.97,0,11,,,1997,아파트,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,56390,58.23,36,6,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,44771,46.33,28,3,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,56729,59.69,37,4,,,2023,연립다세대,직거래,
2024,11680,강남구,10500,삼성동,1,대지,104,10,레미안삼성1차(101동),20241022,225000,84.98,0,5,,,2005,아파트,중개거래,서울 강남구
2024,11500,강서구,10500,마곡동,1,대지,793,0,유림트윈파크,20241022,11900,19.99,30.31,2,,,2015,오피스텔,중개거래,서울 양천구
2024,11305,강북구,10200,번동,1,대지,136,0,번동솔그린,20241022,43000,59.82,0,10,,,1999,아파트,중개거래,"서울 강북구, 서울 성북구"
2024,11290,성북구,13700,상월곡동,1,대지,7,341,어반휴3차,20241022,38500,35.41,22,5,,,2019,연립다세대,중개거래,서울 성북구
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,56729,59.69,40,4,,,2023,연립다세대,직거래,
2024,11410,서대문구,11100,홍제동,1,대지,274,117,이수빌라,20241022,36700,53.73,29,3,,,2013,연립다세대,중개거래,서울 서대문구
2024,11500,강서구,10300,화곡동,1,대지,159,35,하나빌라,20241022,15000,40.01,23,3,,,2008,연립다세대,중개거래,서울 강서구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,56390,58.23,36,5,,,2023,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,56,30,살렘,20241022,23000,56.85,0,3,,,2002,아파트,중개거래,서울 강서구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,56487,59.69,37,2,,,2023,연립다세대,직거래,
2024,11410,서대문구,10700,옥천동,1,대지,124,1,(124-1),20241022,16000,31.93,16,2,,,1996,연립다세대,중개거래,서울 성북구
2024,11530,구로구,10200,구로동,1,대지,98,10,비즈트위트그린,20241022,13000,15.11,0,15,,,2012,아파트,직거래,
2024,11215,광진구,10300,구의동,1,대지,45,23,현진빌라(45-23),20241022,16000,16.19,19,5,,,2017,연립다세대,중개거래,서울 광진구
2024,11710,송파구,11200,오금동,1,대지,67,0,아남,20241022,145140,84.93,0,11,분양권,,0,아파트,직거래,
2024,11500,강서구,10500,마곡동,1,대지,773,0,힐스테이트 에코 마곡역,20241022,18500,19.967,29.3965,12,,,2017,오피스텔,중개거래,서울 강서구
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,56729,59.69,40,4,,,2023,연립다세대,직거래,
2024,11380,은평구,10700,응암동,1,대지,103,13,예지움,20241022,24300,29.93,19,2,,,2017,연립다세대,중개거래,서울 은평구
2024,11680,강남구,11500,수서동,1,대지,716,0,사이룩스,20241022,55000,58.82,78.73,6,,,2003,오피스텔,중개거래,서울 강남구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,26521,26.51,16,3,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,26919,26.51,16,6,,,2023,연립다세대,직거래,
2024,11380,은평구,10500,구산동,1,대지,209,1,(209-1),20241022,12250,32.22,25,1,,,1986,연립다세대,중개거래,서울 은평구
2024,11170,용산구,12400,한강로1가,1,대지,50,1,용산파크자이,20241022,32000,33.46,45.72,10,,,2005,오피스텔,중개거래,서울 용산구
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,56729,59.69,40,3,,,2023,연립다세대,직거래,
2024,11380,은평구,10700,응암동,1,대지,579,9,S-클래스,20241022,28300,49.52,26,3,,,2013,연립다세대,중개거래,서울 은평구
2024,11320,도봉구,10500,쌍문동,1,대지,199,1,금호1,20241022,28250,36.36,0,7,,,1990,아파트,중개거래,서울 도봉구
2024,11680,강남구,11200,자곡동,1,대지,619,0,강남자곡 힐스테이트,20241022,123500,84.39,0,9,,,2015,아파트,중개거래,"서울 강남구, 서울 광진구"
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,44771,46.33,28,4,,,2023,연립다세대,직거래,
2024,11230,동대문구,10600,장안동,1,대지,445,2,SB팰리스,20241022,42000,50.82,29,4,,,2015,연립다세대,중개거래,서울 중랑구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,40330,41.25,25,3,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,26521,26.51,16,4,,,2023,연립다세대,직거래,
2024,11740,강동구,10800,성내동,1,대지,46,23,더존예가A,20241022,27500,21.75,7,5,,,2017,연립다세대,중개거래,서울 강동구
2024,11200,성동구,11500,성수동2가,1,대지,277,37,성원상떼뷰오피스텔,20241022,17200,28.08,37.25,9,,,2003,오피스텔,중개거래,서울 성동구
2024,11560,영등포구,12600,양평동2가,1,대지,43,14,CO-OP Residence/오목교,20241022,10150,26.38,41.3,3,,,2004,오피스텔,중개거래,서울 영등포구
2024,11560,영등포구,12600,양평동2가,1,대지,43,14,CO-OP Residence/오목교,20241022,11900,26.38,41.3,14,,,2004,오피스텔,중개거래,서울 영등포구
2024,11590,동작구,10700,사당동,1,대지,183,12,카라베르디움,20241022,53000,47.81,33,3,,,2018,연립다세대,중개거래,서울 서초구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,45486,46.33,28,5,,,2023,연립다세대,직거래,
2024,11740,강동구,10900,천호동,1,대지,449,49,힐탑프라자,20241022,9200,20.48,24.26,15,,,1994,오피스텔,중개거래,서울 강동구
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,42416,42.66,29,5,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,44195,45.66,31,4,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,44028,45.66,31,2,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,55539,58.23,36,3,,,2023,연립다세대,직거래,
2024,11590,동작구,10200,상도동,1,대지,445,0,경향렉스빌,20241022,89000,114.653,0,10,,,2002,아파트,중개거래,서울 동작구
2024,11410,서대문구,11700,연희동,1,대지,703,25,선명(102동),20241022,42000,62.54,0,3,,,2004,아파트,중개거래,서울 서대문구
2024,11110,종로구,18300,평창동,1,대지,179,5,밀레니엄,20241022,70000,83.7,0,3,,,2017,아파트,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,34625,33.91,23,5,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,44195,45.66,31,3,,,2023,연립다세대,직거래,
2024,11260,중랑구,10200,상봉동,1,대지,106,0,상봉힐스테이,20241022,17845,14.47,0,3,,,2021,아파트,중개거래,서울 마포구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,55354,57.16,35,6,,,2023,연립다세대,직거래,
2024,11110,종로구,10200,신교동,1,대지,40,1,도암빌리지,20241022,43000,59.88,33,1,,,1996,연립다세대,중개거래,서울 종로구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,40180,41.25,25,2,,,2023,연립다세대,직거래,
2024,11710,송파구,11200,오금동,1,대지,118,23,명성화인캐슬,20241022,50000,84.97,0,6,,,2003,아파트,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,28383,28.43,19,4,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,28383,28.43,19,3,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,28798,28.43,19,5,,,2023,연립다세대,직거래,
2024,11545,금천구,10300,시흥동,1,대지,914,11,늘해랑,20241022,17500,29.91,16,5,,,2016,연립다세대,중개거래,경기 의정부시
2024,11530,구로구,11000,온수동,1,대지,45,31,대흥빌라,20241022,41000,61.26,53,2,,,1985,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,28267,28.43,19,2,,,2023,연립다세대,직거래,
2024,11110,종로구,17900,홍파동,1,대지,199,0,경희궁자이(2단지),20241022,266000,101.991,0,20,,,2017,아파트,중개거래,서울 종로구
2024,11500,강서구,10100,염창동,1,대지,270,1,태영,20241022,70000,84.93,0,15,,,1999,아파트,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,49110,50.93,34,3,,,2023,연립다세대,직거래,
2024,11410,서대문구,11100,홍제동,,,,,,20241022,110900,258.48,142,,,,1993,단독다가구,직거래,
2024,11260,중랑구,10200,상봉동,1,대지,87,27,센트럴파크55,20241022,47000,48.83,0,8,,,2019,아파트,중개거래,서울 중랑구
2024,11140,중구,16300,흥인동,1,대지,119,0,동대문와이즈캐슬,20241022,19000,22.07,0,12,,,2014,아파트,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,49111,50.93,34,4,,,2023,연립다세대,직거래,
2024,11305,강북구,10300,수유동,1,대지,472,322,반석스톤빌,20241022,28200,53.42,32,5,,,2016,연립다세대,중개거래,서울 강북구
2024,11530,구로구,10200,구로동,1,대지,1286,0,다울숲,20241022,67000,84.01,0,4,,,2010,아파트,중개거래,서울 구로구
2024,11260,중랑구,10100,면목동,1,대지,136,76,한울타운(136-76),20241022,55354,57.16,35,5,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,28150,27.79,19,6,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,27764,27.3,18,6,,,2023,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,136,1,한울타운(136-1),20241022,26110,25.3,17,6,,,2023,연립다세대,직거래,
2024,11350,노원구,10500,상계동,1,대지,1267,0,토마토파르코,20241022,15500,36.767,45.648,3,,,2005,오피스텔,중개거래,서울 노원구
2024,11500,강서구,10300,화곡동,1,대지,24,122,송원오피스텔,20241022,12700,34.83,39.63,3,,,1995,오피스텔,직거래,
2024,11530,구로구,10700,개봉동,1,대지,493,0,한양아이클래스구로,20241022,34000,45.32,0,12,,,2018,아파트,중개거래,서울 구로구
2024,11305,강북구,10100,미아동,1,대지,1378,0,다드림13차,20241021,48300,58.63,30,5,,,2024,연립다세대,직거래,
2024,11305,강북구,10100,미아동,1,대지,1378,0,다드림13차,20241021,42700,50.48,25,4,,,2024,연립다세대,직거래,
2024,11215,광진구,10500,자양동,1,대지,639,9,(639-9),20241021,45000,33.02,22,3,,,2008,연립다세대,중개거래,서울 광진구
